Country,Rok,Deaths
Denmark,1997,92.699295428484
Germany,1997,104.24063689480592
Estonia,1997,199.14708149952065
Ireland,1997,129.41335803039982
Greece,1997,195.91147184054128
Spain,1997,141.7821100426515
France,1997,145.31277762354603
Croatia,1997,158.74656910645027
Italy,1997,118.0394730045624
Cyprus,1997,172.59155982248583
Latvia,1997,231.91018736052663
Lithuania,1997,209.58675456304087
Luxembourg,1997,143.93666786613892
Hungary,1997,135.03219561670545
Malta,1997,48.13374764010931
Netherlands,1997,74.70880748747986
Austria,1997,138.73254449548185
Poland,1997,189.1854211488752
Portugal,1997,250.28438699982587
Romania,1997,130.0108086526984
Slovenia,1997,179.66883561006125
Slovakia,1997,146.49748314349392
Finland,1997,85.34152196277707
Sweden,1997,61.16796440363665
Switzerland,1997,82.80544275802218
Norway,1997,68.78301953823666
Iceland,1997,55.324422413030014
Liechtenstein,1997,192.11065573770492
EU-27,1998,131.93574574504729
Belgium,1998,147.17044220989567
Bulgaria,1998,121.4758381772278
Czech Republic,1998,132.05005279574723
Denmark,1998,94.24234068511728
Germany,1998,94.95794400159916
Estonia,1998,203.86569557683225
Ireland,1998,123.99887155612086
Greece,1998,201.8808037261534
Spain,1998,150.254590207094
France,1998,153.00443942724056
Croatia,1998,143.62784823916925
Italy,1998,110.93291984916426
Cyprus,1998,164.3920825218634
Latvia,1998,279.7269815750154
Lithuania,1998,232.71736686334887
Luxembourg,1998,135.05508825968488
Hungary,1998,133.36933948810298
Malta,1998,45.151163439243795
Netherlands,1998,68.09677561128673
Austria,1998,120.81118879715213
Poland,1998,183.135122758344
Portugal,1998,210.29314726247483
Romania,1998,126.45884595332376
Slovenia,1998,155.6735450191267
Slovakia,1998,152.01432906740413
Finland,1998,77.70990465188973
Sweden,1998,60.01610601715149
Switzerland,1998,83.96623291614165
Norway,1998,79.43198906726987
Iceland,1998,98.52324601254529
Liechtenstein,1998,0.0
EU-27,1999,128.82590408785586
Belgium,1999,136.77637757407854
Bulgaria,1999,127.51771363540702
Czech Republic,1999,141.40462510718325
Denmark,1999,96.73333048528326
Germany,1999,94.73772758493116
Estonia,1999,168.20894451062435
Ireland,1999,110.9265015469424
Greece,1999,194.81831166915651
Spain,1999,144.16061452117458
France,1999,145.06822813826844
Croatia,1999,147.18519432558833
Italy,1999,117.51138576039618
Cyprus,1999,165.479994493763
Latvia,1999,271.88519069308387
Lithuania,1999,211.51447474423856
Luxembourg,1999,135.72013572013572
Hungary,1999,127.37218503569932
Malta,1999,10.567529153171051
Netherlands,1999,69.16144915443783
Austria,1999,135.17134628030126
Poland,1999,174.05030022642316
Portugal,1999,199.82494625270584
Romania,1999,112.55468627684284
Slovenia,1999,168.82892373077547
Slovakia,1999,119.9618347077956
Finland,1999,83.53286252583995
Sweden,1999,65.50473316872822
Switzerland,1999,81.84136616402779
Norway,1999,68.3863893988499
Iceland,1999,76.16643454038997
Liechtenstein,1999,0.0
EU-27,2000,124.86457979823706
Belgium,2000,143.56751604269326
Bulgaria,2000,123.55210846800756
Czech Republic,2000,144.57927916235084
Denmark,2000,93.4330452793798
Germany,2000,91.31794876007862
Estonia,2000,148.6803525473536
Ireland,2000,110.64749165048204
Greece,2000,186.8163422937617
Spain,2000,144.24574581167985
France,2000,133.43789023645908
Croatia,2000,145.62885541277998
Italy,2000,124.04362034929532
Cyprus,2000,160.75377590344343
Latvia,2000,266.6146033425494
Lithuania,2000,182.5132386162706
Luxembourg,2000,175.27675276752768
Hungary,2000,117.39794498810564
Malta,2000,39.4528157474599
Netherlands,2000,68.20495526019685
Austria,2000,121.96667260671022
Poland,2000,162.8310603947233
Portugal,2000,184.10960495002752
Romania,2000,109.81726736251744
Slovenia,2000,157.96715389975122
Slovakia,2000,116.32522681103838
Finland,2000,76.57645985479091
Sweden,2000,66.69355473938394
Switzerland,2000,82.63027807880137
Norway,2000,76.14161626099113
Iceland,2000,114.67520041283072
Liechtenstein,2000,92.5183494726454
EU-27,2001,119.65908320645389
Belgium,2001,144.78613061891494
Bulgaria,2001,124.05717772006712
Czech Republic,2001,129.8391883696815
Denmark,2001,80.57261518145103
Germany,2001,84.81690999001454
Estonia,2001,145.57861647642687
Ireland,2001,107.49369322500124
Greece,2001,171.98468311730653
Spain,2001,136.30055970687152
France,2001,133.84866655192832
Croatia,2001,145.7578824150662
Italy,2001,124.5771382131383
Cyprus,2001,140.49192243125572
Latvia,2001,236.0152504764717
Lithuania,2001,202.4664195390993
Luxembourg,2001,159.45330296127565
Hungary,2001,121.46703949237562
Malta,2001,40.8773296884381
Netherlands,2001,62.112675395593
Austria,2001,119.4372833329136
Poland,2001,144.6647804129011
Portugal,2001,162.82106705712525
Romania,2001,109.22648611216437
Slovenia,2001,139.691893950738
Slovakia,2001,116.19728849444196
Finland,2001,83.57274447681628
Sweden,2001,65.632517343646
Switzerland,2001,75.51302703824445
Norway,2001,61.06448498435417
Iceland,2001,84.6976118802517
Liechtenstein,2001,60.858716489669234
EU-27,2002,117.2534759625803
Belgium,2002,126.67651174012886
Bulgaria,2002,121.5293948431745
Czech Republic,2002,140.10767323676944
Denmark,2002,86.24617527085584
Germany,2002,82.99338130816565
Estonia,2002,163.82098113340612
Ireland,2002,96.41762370560625
Greece,2002,148.96923138076062
Spain,2002,130.5284677046646
France,2002,124.6254804878012
Croatia,2002,141.06980863104238
Italy,2002,122.46958622229089
Cyprus,2002,133.23147267550058
Latvia,2002,238.30148590994503
Lithuania,2002,200.5417215974515
Luxembourg,2002,139.62391622565028
Hungary,2002,140.44428946541044
Malta,2002,40.54317721676156
Netherlands,2002,61.28423061125587
Austria,2002,118.55688001944532
Poland,2002,152.34480383017743
Portugal,2002,160.22320884006143
Romania,2002,110.42672394505266
Slovenia,2002,134.90295512696423
Slovakia,2002,116.19365932130634
Finland,2002,79.88602670195256
Sweden,2002,62.85688116727024
Switzerland,2002,70.70349147071944
Norway,2002,68.52243092828442
Iceland,2002,101.19514961179446
Liechtenstein,2002,0.0
EU-27,2003,109.81598295287752
Belgium,2003,117.22849436511405
Bulgaria,2003,122.35781989464228
Czech Republic,2003,141.8172940456632
Denmark,2003,80.24508930702608
Germany,2003,80.1219530516614
Estonia,2003,120.93993930879876
Ireland,2003,85.01104008358831
Greece,2003,145.82455243900876
Spain,2003,129.60922195536057
France,2003,97.9243402084906
Croatia,2003,157.78536868205776
Italy,2003,114.49542027041714
Cyprus,2003,135.6383462189762
Latvia,2003,228.3699624272994
Lithuania,2003,204.7622086939897
Luxembourg,2003,118.2244033013607
Hungary,2003,130.7387766281661
Malta,2003,40.27224034473038
Netherlands,2003,63.4858995840809
Austria,2003,114.93439789004644
Poland,2003,147.62472163045723
Portugal,2003,148.16288116270388
Romania,2003,102.3755631689375
Slovenia,2003,121.30125165849388
Slovakia,2003,121.39439589185004
Finland,2003,72.79648963418325
Sweden,2003,59.1670443365842
Switzerland,2003,74.65285397450565
Norway,2003,61.508018448890795
Iceland,2003,79.73071816577749
Liechtenstein,2003,147.653781413342
EU-27,2004,102.7234634656742
Belgium,2004,111.7692328927426
Bulgaria,2004,120.8777080355988
Czech Republic,2004,135.33820596575123
Denmark,2004,68.3632105883312
Germany,2004,70.78494751427002
Estonia,2004,125.82629014506291
Ireland,2004,93.57506643953822
Greece,2004,151.25921028200332
Spain,2004,112.14928905285495
France,2004,88.77510122007008
Croatia,2004,136.88350920687938
Italy,2004,105.7554949195644
Cyprus,2004,160.1934369981119
Latvia,2004,222.4902261682138
Lithuania,2004,218.2330839614064
Luxembourg,2004,109.89977140847547
Hungary,2004,128.10448264866298
Malta,2004,32.51080984427322
Netherlands,2004,49.45247985734066
Austria,2004,107.82832404450043
Poland,2004,149.56556858167852
Portugal,2004,123.5359344934955
Romania,2004,112.47624043053804
Slovenia,2004,137.2447760580996
Slovakia,2004,113.01003912043244
Finland,2004,71.84276893909495
Sweden,2004,53.4779019282126
Switzerland,2004,69.25444735765767
Norway,2004,56.144710917000424
Iceland,2004,79.15476477268817
Liechtenstein,2004,29.15961975855835
EU-27,2005,98.03895648473257
Belgium,2005,104.25190783863296
Bulgaria,2005,123.30807343182605
Czech Republic,2005,126.09258588341534
Denmark,2005,61.16710909643614
Germany,2005,64.98114946671639
Estonia,2005,125.1057879824852
Ireland,2005,97.28402460118414
Greece,2005,149.72394534696718
Spain,2005,102.59528184577644
France,2005,84.71812743307738
Croatia,2005,138.48741585497652
Italy,2005,100.52742687299244
Cyprus,2005,139.14144273306533
Latvia,2005,196.4685445859137
Lithuania,2005,230.38727713830983
Luxembourg,2005,101.90143746070292
Hungary,2005,126.56536749660734
Malta,2005,42.21840325032037
Netherlands,2005,45.996676218847526
Austria,2005,93.64301696828538
Poland,2005,142.61076991609565
Portugal,2005,118.8221985403641
Romania,2005,122.95185085795512
Slovenia,2005,129.15563253720734
Slovakia,2005,112.792765628359
Finland,2005,72.37505325486273
Sweden,2005,48.827084650185014
Switzerland,2005,55.157703831990446
Norway,2005,48.62838642981458
Iceland,2005,64.71896640404393
Liechtenstein,2005,57.80346820809248
EU-27,2006,92.70365536705587
Belgium,2006,101.69928178806556
Bulgaria,2006,135.1255060728745
Czech Republic,2006,103.97535031036593
Denmark,2006,56.37997449635272
Germany,2006,61.7555048494326
Estonia,2006,151.03279780854373
Ireland,2006,86.73632821596918
Greece,2006,149.11655416031135
Spain,2006,93.25159518964465
France,2006,74.474571931342
Croatia,2006,142.37724078936353
Italy,2006,97.6332857963082
Cyprus,2006,115.58937814258624
Latvia,2006,182.68537628250073
Lithuania,2006,231.01462535355117
Luxembourg,2006,91.66762597903156
Hungary,2006,129.30973313269652
Malta,2006,27.160560890273803
Netherlands,2006,44.691478804300914
Austria,2006,88.43877456326389
Poland,2006,137.40578249553064
Portugal,2006,92.18047052565127
Romania,2006,121.70099509733632
Slovenia,2006,130.78041967536507
Slovakia,2006,114.27661044406328
Finland,2006,63.93204936467525
Sweden,2006,49.18348778790577
Switzerland,2006,49.60365340291787
Norway,2006,52.15271089575729
Iceland,2006,103.37089142388402
Liechtenstein,2006,0.0
EU-27,2007,91.6723688518073
Belgium,2007,101.1853710328674
Bulgaria,2007,132.846090145448
Czech Republic,2007,119.07277706679768
Denmark,2007,74.5352926446517
Germany,2007,60.12276804397979
Estonia,2007,145.9506150775921
Ireland,2007,77.87806690970153
Greece,2007,144.65468629136612
Spain,2007,85.3640395576468
France,2007,72.59007434433448
Croatia,2007,143.50195779326907
Italy,2007,88.1255592220246
Cyprus,2007,117.42726106850893
Latvia,2007,189.69232719436448
Lithuania,2007,227.6934987044548
Luxembourg,2007,96.60070518514786
Hungary,2007,122.39029031731867
Malta,2007,29.5846317699499
Netherlands,2007,43.34272812946723
Austria,2007,83.42404138411953
Poland,2007,146.43750443109187
Portugal,2007,92.43312279944873
Romania,2007,132.5098602716651
Slovenia,2007,145.74380825089025
Slovakia,2007,123.01839878805474
Finland,2007,72.01122617115364
Sweden,2007,51.68294935608641
Switzerland,2007,51.14041119287806
Norway,2007,49.77426409925458
Iceland,2007,48.75321771236902
Liechtenstein,2007,28.43494085532302
EU-27,2008,84.15613532519592
Belgium,2008,88.49834618715562
Bulgaria,2008,141.12792201970683
Czech Republic,2008,104.02746789215406
Denmark,2008,74.14453911772748
Germany,2008,54.4529041794179
Estonia,2008,98.6222766803144
Ireland,2008,62.811745347724695
Greece,2008,139.05999379014406
Spain,2008,67.87983403774719
France,2008,66.7893685011308
Croatia,2008,153.99004676983844
Italy,2008,80.55871089013112
Cyprus,2008,105.6247769964693
Latvia,2008,144.17308069586323
Lithuania,2008,155.32566250752896
Luxembourg,2008,72.34409331147852
Hungary,2008,99.14984976707252
Malta,2008,22.067910316012476
Netherlands,2008,41.266902438642305
Austria,2008,81.72856271234832
Poland,2008,142.64485280465308
Portugal,2008,83.825602494149
Romania,2008,148.3368919326247
Slovenia,2008,106.45341494098552
Slovakia,2008,112.7218723586624
Finland,2008,64.89973368469747
Sweden,2008,43.2324029146698
Switzerland,2008,47.01393060954548
Norway,2008,54.88507803497066
Iceland,2008,38.03980865976244
Liechtenstein,2008,28.28374250480823
EU-27,2009,75.02548013847866
Belgium,2009,87.78880097609243
Bulgaria,2009,120.6623330899106
Czech Republic,2009,86.42036765967602
Denmark,2009,54.97644812591094
Germany,2009,50.63269157778833
Estonia,2009,73.36757153338225
Ireland,2009,52.63947137584981
Greece,2009,130.10857095572788
Spain,2009,58.69469444296843
France,2009,66.40225319488388
Croatia,2009,127.15219003405264
Italy,2009,71.81284606224081
Cyprus,2009,89.09189012836761
Latvia,2009,117.43850891931604
Lithuania,2009,116.21128593755496
Luxembourg,2009,97.2644376899696
Hungary,2009,81.94617173305686
Malta,2009,36.502922667341565
Netherlands,2009,39.06395248221999
Austria,2009,75.94478370313723
Poland,2009,119.88711102375098
Portugal,2009,79.52275742510614
Romania,2009,136.78866591423116
Slovenia,2009,84.13855405680681
Slovakia,2009,71.34362527058092
Finland,2009,52.38144052340888
Sweden,2009,38.676164581988985
Switzerland,2009,45.31375294474474
Norway,2009,44.59028198560942
Iceland,2009,53.23012950577391
Liechtenstein,2009,28.098569782798055
EU-27,2010,67.48687457665439
Belgium,2010,78.41397134015473
Bulgaria,2010,104.55732503557778
Czech Republic,2010,76.65773792000219
Denmark,2010,46.07264155954627
Germany,2010,44.59534655626923
Estonia,2010,59.25192568758485
Ireland,2010,46.599264786694064
Greece,2010,113.1367302351796
Spain,2010,53.32717356794651
France,2010,63.60208800301633
Croatia,2010,99.0042174402204
Italy,2010,69.50481602992579
Cyprus,2010,73.24755231096027
Latvia,2010,102.80574806744058
Lithuania,2010,95.16304389339705
Luxembourg,2010,63.73664020268252
Hungary,2010,73.89415401379065
Malta,2010,31.398918428025222
Netherlands,2010,32.398211546324404
Austria,2010,66.09477919494404
Poland,2010,102.78025048556962
Portugal,2010,93.14241226322744
Romania,2010,117.12427338727092
Slovenia,2010,67.4165207603802
Slovakia,2010,68.82593346331726
Finland,2010,50.82756431135097
Sweden,2010,28.477577975569663
Switzerland,2010,42.12794410752079
Norway,2010,42.81421983743358
Iceland,2010,25.18653779554828
Liechtenstein,2010,0.0
EU-27,2011,65.57711209986456
Belgium,2011,80.0
Bulgaria,2011,89.016370463337
Czech Republic,2011,73.6168401764096
Denmark,2011,39.56387659811086
Germany,2011,49.97378215083344
Estonia,2011,75.95926778274145
Ireland,2011,40.69237418344516
Greece,2011,102.57662410890492
Spain,2011,44.14237725215587
France,2011,62.834602582792314
Croatia,2011,97.43914540741102
Italy,2011,65.02181684095378
Cyprus,2011,84.54887222521914
Latvia,2011,86.28148490917549
Lithuania,2011,96.96690152749076
Luxembourg,2011,64.47327289778056
Hungary,2011,63.89122388946939
Malta,2011,38.555238813558915
Netherlands,2011,32.78137542365875
Austria,2011,62.44653836032345
Poland,2011,110.05519889567528
Portugal,2011,88.58620884730651
Romania,2011,99.9056441193622
Slovenia,2011,68.77414716399318
Slovakia,2011,60.26949551279697
Finland,2011,54.32279198314654
Sweden,2011,33.88005187152769
Switzerland,2011,40.66004467014157
Norway,2011,34.14422479907241
Iceland,2011,37.68228806853152
Liechtenstein,2011,55.326565050208856
EU-27,2012,60.27561975493679
Belgium,2012,75.0
Bulgaria,2012,82.0228779685185
Czech Republic,2012,70.63003994595184
Denmark,2012,29.92554810343703
Germany,2012,44.81630915285971
Estonia,2012,65.64962568394459
Ireland,2012,35.51749977719851
Greece,2012,89.1181506432292
Spain,2012,40.62521045492995
France,2012,57.640142507639055
Croatia,2012,92.0
Italy,2012,63.1879806055833
Cyprus,2012,59.163978185893214
Latvia,2012,86.56048254779287
Lithuania,2012,100.5446389898127
Luxembourg,2012,64.78004317399348
Hungary,2012,61.0153620773415
Malta,2012,21.554511359227487
Netherlands,2012,33.59165033506774
Austria,2012,63.15323007363953
Poland,2012,93.81619151344668
Portugal,2012,71.57833620842973
Romania,2012,101.61228137187128
Slovenia,2012,63.24507564111046
Slovakia,2012,65.13305461813711
Finland,2012,47.21114508873566
Sweden,2012,30.05423999417897
Switzerland,2012,42.61651846426662
Norway,2012,29.68388666371165
Iceland,2012,28.162403191739028
Liechtenstein,2012,27.416038382453735
EU-27,2013,55.14216871975935
Belgium,2013,68.5941626367596
Bulgaria,2013,82.50335779056832
Czech Republic,2013,62.28529995601992
Denmark,2013,34.09114437010631
Germany,2013,41.46602916362088
Estonia,2013,61.3555485867772
Ireland,2013,40.78286616343213
Greece,2013,79.88283850352816
Spain,2013,35.95283245188259
France,2013,51.304702284762605
Croatia,2013,86.34160304448
Italy,2013,56.98227469252986
Cyprus,2013,50.81547284952384
Latvia,2013,88.44638246883994
Lithuania,2013,86.14003475884996
Luxembourg,2013,83.79279717115516
Hungary,2013,59.6439648885768
Malta,2013,40.235829295943994
Netherlands,2013,28.367822188583443
Austria,2013,53.83430392836606
Poland,2013,88.19696323431951
Portugal,2013,63.849094019444806
Romania,2013,92.9566993608515
Slovenia,2013,60.71436030621409
Slovakia,2013,46.38839543464263
Finland,2013,47.54293329579039
Sweden,2013,27.20834149147547
Switzerland,2013,33.46162362266235
Norway,2013,37.02035624669019
Iceland,2013,46.60454798248912
Liechtenstein,2013,54.291763939410394
EU-27,2014,54.77308216094827
Belgium,2014,66.63184519231113
Bulgaria,2014,91.08879680946308
Czech Republic,2014,65.44640201270516
Denmark,2014,32.342704720879794
Germany,2014,41.8113913024605
Estonia,2014,59.278669786649985
Ireland,2014,41.39847498367779
Greece,2014,72.75684470312325
Spain,2014,36.29155439414937
France,2014,52.85205560136206
Croatia,2014,72.52504174310641
Italy,2014,55.62440924771515
Cyprus,2014,52.44755244755245
Latvia,2014,105.92225306624935
Lithuania,2014,90.70920328102322
Luxembourg,2014,63.67340998399069
Hungary,2014,63.37722661863766
Malta,2014,23.287007712656955
Netherlands,2014,28.34344338611097
Austria,2014,50.541938878105306
Poland,2014,84.22358167698884
Portugal,2014,64.32393128510343
Romania,2014,91.1401040471069
Slovenia,2014,52.39958565512825
Slovakia,2014,54.46875515260576
Finland,2014,42.008559473297055
Sweden,2014,27.99417389400203
Switzerland,2014,29.85393318198331
Norway,2014,28.778555864658564
Iceland,2014,12.282334011932289
Liechtenstein,2014,80.79937515149882
EU-27,2015,55.168964272472294
Belgium,2015,67.81004005063862
Bulgaria,2015,98.30332351318306
Czech Republic,2015,69.65086790769837
Denmark,2015,31.45034688142424
Germany,2015,42.599814326880384
Estonia,2015,50.955607778715766
Ireland,2015,34.6329452946975
Greece,2015,73.03358679272773
Spain,2015,36.362019751961085
France,2015,53.789052546169536
Croatia,2015,82.36070390948275
Italy,2015,56.385648358963806
Cyprus,2015,67.2957044089312
Latvia,2015,94.65806285295372
Lithuania,2015,82.84090916870859
Luxembourg,2015,63.947932172559945
Hungary,2015,65.3437532944565
Malta,2015,25.017569156521283
Netherlands,2015,31.41876863751297
Austria,2015,55.79547220325487
Poland,2015,77.30436877036114
Portugal,2015,60.082374658085186
Romania,2015,95.26614810277692
Slovenia,2015,58.17126979156265
Slovakia,2015,57.18133992111557
Finland,2015,49.34433261150494
Sweden,2015,26.57131088382438
Switzerland,2015,30.712582908799657
Norway,2015,23.807251843755523
Iceland,2015,48.61744150714069
Liechtenstein,2015,53.52459455119628
EU-27,2016,53.78428149156239
Belgium,2016,59.23376090973155
Bulgaria,2016,98.96860179172307
Czech Republic,2016,57.893603306397495
Denmark,2016,36.970513474876086
Germany,2016,39.01397401206906
Estonia,2016,53.95366368173722
Ireland,2016,38.50803781235415
Greece,2016,76.41128112415089
Spain,2016,38.974938447051976
France,2016,53.72682523731786
Croatia,2016,73.25799293621138
Italy,2016,54.11637982155639
Cyprus,2016,54.22488474264988
Latvia,2016,80.24553100956496
Lithuania,2016,66.46915173591806
Luxembourg,2016,55.53154972937047
Hungary,2016,61.746699170997154
Malta,2016,51.064018738274704
Netherlands,2016,31.391497321415955
Austria,2016,49.6524843310207
Poland,2016,79.70035406078966
Portugal,2016,57.2204481285966
Romania,2016,96.91141547649497
Slovenia,2016,62.97875968661769
Slovakia,2016,50.67954824066409
Finland,2016,47.017590410452634
Sweden,2016,27.40833763661153
Switzerland,2016,25.93932168193444
Norway,2016,25.89190417693952
Iceland,2016,54.130617179253534
Liechtenstein,2016,0.0
EU-27,2017,52.73639167598766
Belgium,2017,53.64822462696645
Bulgaria,2017,96.03119408594284
Czech Republic,2017,54.54294524342034
Denmark,2017,30.441299693899687
Germany,2017,38.53534053662255
Estonia,2017,36.48428325485412
Ireland,2017,32.188058522906715
Greece,2017,67.88511312900874
Spain,2017,39.33196780478552
France,2017,53.09931071266722
Croatia,2017,79.6781484242623
Italy,2017,55.75228490704941
Cyprus,2017,62.002662604907336
Latvia,2017,69.73944114093726
Lithuania,2017,67.06686742249738
Luxembourg,2017,42.32503254795003
Hungary,2017,63.79138644811704
Malta,2017,41.27769679141946
Netherlands,2017,31.32042155296954
Austria,2017,47.190968970798025
Poland,2017,74.55304252783638
Portugal,2017,61.36961902107506
Romania,2017,99.31608834092243
Slovenia,2017,50.34137746594091
Slovakia,2017,50.77876410007611
Finland,2017,43.24680278022429
Sweden,2017,25.312268856714848
Switzerland,2017,27.31737444400235
Norway,2017,20.15854122145926
Iceland,2017,47.28845068257923
Liechtenstein,2017,52.89605924358635
EU-27,2018,52.54451385818481
Belgium,2018,52.98901469295893
Bulgaria,2018,86.52440541421502
Czech Republic,2018,61.8281432094367
Denmark,2018,29.57868535716695
Germany,2018,39.556794322702586
Estonia,2018,50.79093616792242
Ireland,2018,27.741019776448788
Greece,2018,65.16983958443987
